%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1000000,0,1000000,/dvs_simulator,-29.956932,1.8,10.0,-0.5,0.5,-0.5,0.5
2000000,0,2000000,/dvs_simulator,-29.912857,1.8,10.0,-0.5,0.5,-0.5,0.5
3000000,0,3000000,/dvs_simulator,-29.867672,1.8,10.0,-0.5,0.5,-0.5,0.5
4000000,0,4000000,/dvs_simulator,-29.821278,1.8,10.0,-0.5,0.5,-0.5,0.5
5000000,0,5000000,/dvs_simulator,-29.773567,1.8,10.0,-0.5,0.5,-0.5,0.5
6000000,0,6000000,/dvs_simulator,-29.724434,1.8,10.0,-0.5,0.5,-0.5,0.5
7000000,0,7000000,/dvs_simulator,-29.673782,1.8,10.0,-0.5,0.5,-0.5,0.5
8000000,0,8000000,/dvs_simulator,-29.621504,1.8,10.0,-0.5,0.5,-0.5,0.5
9000000,0,9000000,/dvs_simulator,-29.567492,1.8,10.0,-0.5,0.5,-0.5,0.5
10000000,0,10000000,/dvs_simulator,-29.511648,1.8,10.0,-0.5,0.5,-0.5,0.5
11000000,0,11000000,/dvs_simulator,-29.453876,1.8,10.0,-0.5,0.5,-0.5,0.5
12000000,0,12000000,/dvs_simulator,-29.394054,1.8,10.0,-0.5,0.5,-0.5,0.5
13000000,0,13000000,/dvs_simulator,-29.332094,1.8,10.0,-0.5,0.5,-0.5,0.5
14000000,0,14000000,/dvs_simulator,-29.267887,1.8,10.0,-0.5,0.5,-0.5,0.5
15000000,0,15000000,/dvs_simulator,-29.201328,1.8,10.0,-0.5,0.5,-0.5,0.5
16000000,0,16000000,/dvs_simulator,-29.132324,1.8,10.0,-0.5,0.5,-0.5,0.5
17000000,0,17000000,/dvs_simulator,-29.060751,1.8,10.0,-0.5,0.5,-0.5,0.5
18000000,0,18000000,/dvs_simulator,-28.986525,1.8,10.0,-0.5,0.5,-0.5,0.5
19000000,0,19000000,/dvs_simulator,-28.909534,1.8,10.0,-0.5,0.5,-0.5,0.5
20000000,0,20000000,/dvs_simulator,-28.829681,1.8,10.0,-0.5,0.5,-0.5,0.5
21000000,0,21000000,/dvs_simulator,-28.746857,1.8,10.0,-0.5,0.5,-0.5,0.5
22000000,0,22000000,/dvs_simulator,-28.680002,1.8,10.0,-0.5,0.5,-0.5,0.5
23000000,0,23000000,/dvs_simulator,-28.619999,1.8,10.0,-0.5,0.5,-0.5,0.5
24000000,0,24000000,/dvs_simulator,-28.559998,1.8,10.0,-0.5,0.5,-0.5,0.5
25000000,0,25000000,/dvs_simulator,-28.5,1.8,10.0,-0.5,0.5,-0.5,0.5
26000000,0,26000000,/dvs_simulator,-28.440004,1.8,10.0,-0.5,0.5,-0.5,0.5
27000000,0,27000000,/dvs_simulator,-28.379999,1.8,10.0,-0.5,0.5,-0.5,0.5
28000000,0,28000000,/dvs_simulator,-28.32,1.8,10.0,-0.5,0.5,-0.5,0.5
29000000,0,29000000,/dvs_simulator,-28.260002,1.8,10.0,-0.5,0.5,-0.5,0.5
30000000,0,30000000,/dvs_simulator,-28.200003,1.8,10.0,-0.5,0.5,-0.5,0.5
31000000,0,31000000,/dvs_simulator,-28.140001,1.8,10.0,-0.5,0.5,-0.5,0.5
32000000,0,32000000,/dvs_simulator,-28.080002,1.8,10.0,-0.5,0.5,-0.5,0.5
33000000,0,33000000,/dvs_simulator,-28.02,1.8,10.0,-0.5,0.5,-0.5,0.5
34000000,0,34000000,/dvs_simulator,-27.959999,1.8,10.0,-0.5,0.5,-0.5,0.5
35000000,0,35000000,/dvs_simulator,-27.899998,1.8,10.0,-0.5,0.5,-0.5,0.5
36000000,0,36000000,/dvs_simulator,-27.839996,1.8,10.0,-0.5,0.5,-0.5,0.5
37000000,0,37000000,/dvs_simulator,-27.780001,1.8,10.0,-0.5,0.5,-0.5,0.5
38000000,0,38000000,/dvs_simulator,-27.720001,1.8,10.0,-0.5,0.5,-0.5,0.5
39000000,0,39000000,/dvs_simulator,-27.66,1.8,10.0,-0.5,0.5,-0.5,0.5
40000000,0,40000000,/dvs_simulator,-27.599998,1.8,10.0,-0.5,0.5,-0.5,0.5
41000000,0,41000000,/dvs_simulator,-27.540001,1.8,10.0,-0.5,0.5,-0.5,0.5
42000000,0,42000000,/dvs_simulator,-27.479996,1.8,10.0,-0.5,0.5,-0.5,0.5
43000000,0,43000000,/dvs_simulator,-27.419998,1.8,10.0,-0.5,0.5,-0.5,0.5
44000000,0,44000000,/dvs_simulator,-27.359997,1.8,10.0,-0.5,0.5,-0.5,0.5
45000000,0,45000000,/dvs_simulator,-27.300003,1.8,10.0,-0.5,0.5,-0.5,0.5
46000000,0,46000000,/dvs_simulator,-27.239998,1.8,10.0,-0.5,0.5,-0.5,0.5
47000000,0,47000000,/dvs_simulator,-27.18,1.8,10.0,-0.5,0.5,-0.5,0.5
48000000,0,48000000,/dvs_simulator,-27.119995,1.8,10.0,-0.5,0.5,-0.5,0.5
49000000,0,49000000,/dvs_simulator,-27.059994,1.8,10.0,-0.5,0.5,-0.5,0.5
50000000,0,50000000,/dvs_simulator,-27.0,1.8,10.0,-0.5,0.5,-0.5,0.5
51000000,0,51000000,/dvs_simulator,-26.940002,1.8,10.0,-0.5,0.5,-0.5,0.5
52000000,0,52000000,/dvs_simulator,-26.879997,1.8,10.0,-0.5,0.5,-0.5,0.5
53000000,0,53000000,/dvs_simulator,-26.82,1.8,10.0,-0.5,0.5,-0.5,0.5
54000000,0,54000000,/dvs_simulator,-26.759998,1.8,10.0,-0.5,0.5,-0.5,0.5
55000000,0,55000000,/dvs_simulator,-26.699997,1.8,10.0,-0.5,0.5,-0.5,0.5
56000000,0,56000000,/dvs_simulator,-26.639996,1.8,10.0,-0.5,0.5,-0.5,0.5
57000000,0,57000000,/dvs_simulator,-26.580002,1.8,10.0,-0.5,0.5,-0.5,0.5
58000000,0,58000000,/dvs_simulator,-26.52,1.8,10.0,-0.5,0.5,-0.5,0.5
59000000,0,59000000,/dvs_simulator,-26.460003,1.8,10.0,-0.5,0.5,-0.5,0.5
60000000,0,60000000,/dvs_simulator,-26.399998,1.8,10.0,-0.5,0.5,-0.5,0.5
61000000,0,61000000,/dvs_simulator,-26.339996,1.8,10.0,-0.5,0.5,-0.5,0.5
62000000,0,62000000,/dvs_simulator,-26.279999,1.8,10.0,-0.5,0.5,-0.5,0.5
63000000,0,63000000,/dvs_simulator,-26.220001,1.8,10.0,-0.5,0.5,-0.5,0.5
64000000,0,64000000,/dvs_simulator,-26.16,1.8,10.0,-0.5,0.5,-0.5,0.5
65000000,0,65000000,/dvs_simulator,-26.100002,1.8,10.0,-0.5,0.5,-0.5,0.5
66000000,0,66000000,/dvs_simulator,-26.040001,1.8,10.0,-0.5,0.5,-0.5,0.5
67000000,0,67000000,/dvs_simulator,-25.98,1.8,10.0,-0.5,0.5,-0.5,0.5
68000000,0,68000000,/dvs_simulator,-25.919998,1.8,10.0,-0.5,0.5,-0.5,0.5
69000000,0,69000000,/dvs_simulator,-25.860004,1.8,10.0,-0.5,0.5,-0.5,0.5
70000000,0,70000000,/dvs_simulator,-25.800003,1.8,10.0,-0.5,0.5,-0.5,0.5
71000000,0,71000000,/dvs_simulator,-25.74,1.8,10.0,-0.5,0.5,-0.5,0.5
72000000,0,72000000,/dvs_simulator,-25.68,1.8,10.0,-0.5,0.5,-0.5,0.5
73000000,0,73000000,/dvs_simulator,-25.620005,1.8,10.0,-0.5,0.5,-0.5,0.5
74000000,0,74000000,/dvs_simulator,-25.559998,1.8,10.0,-0.5,0.5,-0.5,0.5
75000000,0,75000000,/dvs_simulator,-25.500002,1.8,10.0,-0.5,0.5,-0.5,0.5
76000000,0,76000000,/dvs_simulator,-25.440002,1.8,10.0,-0.5,0.5,-0.5,0.5
77000000,0,77000000,/dvs_simulator,-25.380001,1.8,10.0,-0.5,0.5,-0.5,0.5
78000000,0,78000000,/dvs_simulator,-25.32,1.8,10.0,-0.5,0.5,-0.5,0.5
79000000,0,79000000,/dvs_simulator,-25.260004,1.8,10.0,-0.5,0.5,-0.5,0.5
80000000,0,80000000,/dvs_simulator,-25.199997,1.8,10.0,-0.5,0.5,-0.5,0.5
81000000,0,81000000,/dvs_simulator,-25.139999,1.8,10.0,-0.5,0.5,-0.5,0.5
82000000,0,82000000,/dvs_simulator,-25.080006,1.8,10.0,-0.5,0.5,-0.5,0.5
83000000,0,83000000,/dvs_simulator,-25.020004,1.8,10.0,-0.5,0.5,-0.5,0.5
84000000,0,84000000,/dvs_simulator,-24.960003,1.8,10.0,-0.5,0.5,-0.5,0.5
85000000,0,85000000,/dvs_simulator,-24.900002,1.8,10.0,-0.5,0.5,-0.5,0.5
86000000,0,86000000,/dvs_simulator,-24.839998,1.8,10.0,-0.5,0.5,-0.5,0.5
87000000,0,87000000,/dvs_simulator,-24.780001,1.8,10.0,-0.5,0.5,-0.5,0.5
88000000,0,88000000,/dvs_simulator,-24.720003,1.8,10.0,-0.5,0.5,-0.5,0.5
89000000,0,89000000,/dvs_simulator,-24.660002,1.8,10.0,-0.5,0.5,-0.5,0.5
90000000,0,90000000,/dvs_simulator,-24.6,1.8,10.0,-0.5,0.5,-0.5,0.5
91000000,0,91000000,/dvs_simulator,-24.540003,1.8,10.0,-0.5,0.5,-0.5,0.5
92000000,0,92000000,/dvs_simulator,-24.480005,1.8,10.0,-0.5,0.5,-0.5,0.5
93000000,0,93000000,/dvs_simulator,-24.42,1.8,10.0,-0.5,0.5,-0.5,0.5
94000000,0,94000000,/dvs_simulator,-24.360001,1.8,10.0,-0.5,0.5,-0.5,0.5
95000000,0,95000000,/dvs_simulator,-24.300003,1.8,10.0,-0.5,0.5,-0.5,0.5
96000000,0,96000000,/dvs_simulator,-24.240002,1.8,10.0,-0.5,0.5,-0.5,0.5
97000000,0,97000000,/dvs_simulator,-24.18,1.8,10.0,-0.5,0.5,-0.5,0.5
98000000,0,98000000,/dvs_simulator,-24.120003,1.8,10.0,-0.5,0.5,-0.5,0.5
99000000,0,99000000,/dvs_simulator,-24.059998,1.8,10.0,-0.5,0.5,-0.5,0.5
100000000,0,100000000,/dvs_simulator,-24.0,1.8,10.0,-0.5,0.5,-0.5,0.5
101000000,0,101000000,/dvs_simulator,-23.940004,1.8,10.0,-0.5,0.5,-0.5,0.5
102000000,0,102000000,/dvs_simulator,-23.880003,1.8,10.0,-0.5,0.5,-0.5,0.5
103000000,0,103000000,/dvs_simulator,-23.82,1.8,10.0,-0.5,0.5,-0.5,0.5
104000000,0,104000000,/dvs_simulator,-23.760002,1.8,10.0,-0.5,0.5,-0.5,0.5
105000000,0,105000000,/dvs_simulator,-23.700001,1.8,10.0,-0.5,0.5,-0.5,0.5
106000000,0,106000000,/dvs_simulator,-23.639999,1.8,10.0,-0.5,0.5,-0.5,0.5
107000000,0,107000000,/dvs_simulator,-23.580002,1.8,10.0,-0.5,0.5,-0.5,0.5
108000000,0,108000000,/dvs_simulator,-23.519997,1.8,10.0,-0.5,0.5,-0.5,0.5
109000000,0,109000000,/dvs_simulator,-23.459995,1.8,10.0,-0.5,0.5,-0.5,0.5
110000000,0,110000000,/dvs_simulator,-23.400002,1.8,10.0,-0.5,0.5,-0.5,0.5
111000000,0,111000000,/dvs_simulator,-23.340004,1.8,10.0,-0.5,0.5,-0.5,0.5
112000000,0,112000000,/dvs_simulator,-23.279999,1.8,10.0,-0.5,0.5,-0.5,0.5
113000000,0,113000000,/dvs_simulator,-23.219997,1.8,10.0,-0.5,0.5,-0.5,0.5
114000000,0,114000000,/dvs_simulator,-23.159996,1.8,10.0,-0.5,0.5,-0.5,0.5
115000000,0,115000000,/dvs_simulator,-23.099998,1.8,10.0,-0.5,0.5,-0.5,0.5
116000000,0,116000000,/dvs_simulator,-23.040001,1.8,10.0,-0.5,0.5,-0.5,0.5
117000000,0,117000000,/dvs_simulator,-22.980003,1.8,10.0,-0.5,0.5,-0.5,0.5
118000000,0,118000000,/dvs_simulator,-22.919998,1.8,10.0,-0.5,0.5,-0.5,0.5
119000000,0,119000000,/dvs_simulator,-22.859997,1.8,10.0,-0.5,0.5,-0.5,0.5
120000000,0,120000000,/dvs_simulator,-22.799999,1.8,10.0,-0.5,0.5,-0.5,0.5
121000000,0,121000000,/dvs_simulator,-22.739998,1.8,10.0,-0.5,0.5,-0.5,0.5
122000000,0,122000000,/dvs_simulator,-22.68,1.8,10.0,-0.5,0.5,-0.5,0.5
123000000,0,123000000,/dvs_simulator,-22.619999,1.8,10.0,-0.5,0.5,-0.5,0.5
124000000,0,124000000,/dvs_simulator,-22.559998,1.8,10.0,-0.5,0.5,-0.5,0.5
125000000,0,125000000,/dvs_simulator,-22.499996,1.8,10.0,-0.5,0.5,-0.5,0.5
126000000,0,126000000,/dvs_simulator,-22.440002,1.8,10.0,-0.5,0.5,-0.5,0.5
127000000,0,127000000,/dvs_simulator,-22.379997,1.8,10.0,-0.5,0.5,-0.5,0.5
128000000,0,128000000,/dvs_simulator,-22.319996,1.8,10.0,-0.5,0.5,-0.5,0.5
129000000,0,129000000,/dvs_simulator,-22.259998,1.8,10.0,-0.5,0.5,-0.5,0.5
130000000,0,130000000,/dvs_simulator,-22.200001,1.8,10.0,-0.5,0.5,-0.5,0.5
131000000,0,131000000,/dvs_simulator,-22.139996,1.8,10.0,-0.5,0.5,-0.5,0.5
132000000,0,132000000,/dvs_simulator,-22.079998,1.8,10.0,-0.5,0.5,-0.5,0.5
133000000,0,133000000,/dvs_simulator,-22.019997,1.8,10.0,-0.5,0.5,-0.5,0.5
134000000,0,134000000,/dvs_simulator,-21.959995,1.8,10.0,-0.5,0.5,-0.5,0.5
135000000,0,135000000,/dvs_simulator,-21.899998,1.8,10.0,-0.5,0.5,-0.5,0.5
136000000,0,136000000,/dvs_simulator,-21.839996,1.8,10.0,-0.5,0.5,-0.5,0.5
137000000,0,137000000,/dvs_simulator,-21.779999,1.8,10.0,-0.5,0.5,-0.5,0.5
138000000,0,138000000,/dvs_simulator,-21.719997,1.8,10.0,-0.5,0.5,-0.5,0.5
139000000,0,139000000,/dvs_simulator,-21.659996,1.8,10.0,-0.5,0.5,-0.5,0.5
140000000,0,140000000,/dvs_simulator,-21.599995,1.8,10.0,-0.5,0.5,-0.5,0.5
141000000,0,141000000,/dvs_simulator,-21.539997,1.8,10.0,-0.5,0.5,-0.5,0.5
142000000,0,142000000,/dvs_simulator,-21.48,1.8,10.0,-0.5,0.5,-0.5,0.5
143000000,0,143000000,/dvs_simulator,-21.420002,1.8,10.0,-0.5,0.5,-0.5,0.5
144000000,0,144000000,/dvs_simulator,-21.359997,1.8,10.0,-0.5,0.5,-0.5,0.5
145000000,0,145000000,/dvs_simulator,-21.299999,1.8,10.0,-0.5,0.5,-0.5,0.5
146000000,0,146000000,/dvs_simulator,-21.239998,1.8,10.0,-0.5,0.5,-0.5,0.5
147000000,0,147000000,/dvs_simulator,-21.179996,1.8,10.0,-0.5,0.5,-0.5,0.5
148000000,0,148000000,/dvs_simulator,-21.119999,1.8,10.0,-0.5,0.5,-0.5,0.5
149000000,0,149000000,/dvs_simulator,-21.060001,1.8,10.0,-0.5,0.5,-0.5,0.5
150000000,0,150000000,/dvs_simulator,-20.999996,1.8,10.0,-0.5,0.5,-0.5,0.5
151000000,0,151000000,/dvs_simulator,-20.939999,1.8,10.0,-0.5,0.5,-0.5,0.5
152000000,0,152000000,/dvs_simulator,-20.880001,1.8,10.0,-0.5,0.5,-0.5,0.5
153000000,0,153000000,/dvs_simulator,-20.819996,1.8,10.0,-0.5,0.5,-0.5,0.5
154000000,0,154000000,/dvs_simulator,-20.760002,1.8,10.0,-0.5,0.5,-0.5,0.5
155000000,0,155000000,/dvs_simulator,-20.699997,1.8,10.0,-0.5,0.5,-0.5,0.5
156000000,0,156000000,/dvs_simulator,-20.639996,1.8,10.0,-0.5,0.5,-0.5,0.5
157000000,0,157000000,/dvs_simulator,-20.579998,1.8,10.0,-0.5,0.5,-0.5,0.5
158000000,0,158000000,/dvs_simulator,-20.519997,1.8,10.0,-0.5,0.5,-0.5,0.5
159000000,0,159000000,/dvs_simulator,-20.459999,1.8,10.0,-0.5,0.5,-0.5,0.5
160000000,0,160000000,/dvs_simulator,-20.400002,1.8,10.0,-0.5,0.5,-0.5,0.5
161000000,0,161000000,/dvs_simulator,-20.34,1.8,10.0,-0.5,0.5,-0.5,0.5
162000000,0,162000000,/dvs_simulator,-20.279999,1.8,10.0,-0.5,0.5,-0.5,0.5
163000000,0,163000000,/dvs_simulator,-20.219997,1.8,10.0,-0.5,0.5,-0.5,0.5
164000000,0,164000000,/dvs_simulator,-20.160004,1.8,10.0,-0.5,0.5,-0.5,0.5
165000000,0,165000000,/dvs_simulator,-20.1,1.8,10.0,-0.5,0.5,-0.5,0.5
166000000,0,166000000,/dvs_simulator,-20.040001,1.8,10.0,-0.5,0.5,-0.5,0.5
167000000,0,167000000,/dvs_simulator,-19.979996,1.8,10.0,-0.5,0.5,-0.5,0.5
168000000,0,168000000,/dvs_simulator,-19.919998,1.8,10.0,-0.5,0.5,-0.5,0.5
169000000,0,169000000,/dvs_simulator,-19.860001,1.8,10.0,-0.5,0.5,-0.5,0.5
170000000,0,170000000,/dvs_simulator,-19.800003,1.8,10.0,-0.5,0.5,-0.5,0.5
171000000,0,171000000,/dvs_simulator,-19.739998,1.8,10.0,-0.5,0.5,-0.5,0.5
172000000,0,172000000,/dvs_simulator,-19.68,1.8,10.0,-0.5,0.5,-0.5,0.5
173000000,0,173000000,/dvs_simulator,-19.619999,1.8,10.0,-0.5,0.5,-0.5,0.5
174000000,0,174000000,/dvs_simulator,-19.560001,1.8,10.0,-0.5,0.5,-0.5,0.5
175000000,0,175000000,/dvs_simulator,-19.5,1.8,10.0,-0.5,0.5,-0.5,0.5
176000000,0,176000000,/dvs_simulator,-19.439999,1.8,10.0,-0.5,0.5,-0.5,0.5
177000000,0,177000000,/dvs_simulator,-19.380001,1.8,10.0,-0.5,0.5,-0.5,0.5
178000000,0,178000000,/dvs_simulator,-19.319996,1.8,10.0,-0.5,0.5,-0.5,0.5
179000000,0,179000000,/dvs_simulator,-19.259998,1.8,10.0,-0.5,0.5,-0.5,0.5
180000000,0,180000000,/dvs_simulator,-19.199997,1.8,10.0,-0.5,0.5,-0.5,0.5
181000000,0,181000000,/dvs_simulator,-19.139996,1.8,10.0,-0.5,0.5,-0.5,0.5
182000000,0,182000000,/dvs_simulator,-19.080002,1.8,10.0,-0.5,0.5,-0.5,0.5
183000000,0,183000000,/dvs_simulator,-19.019997,1.8,10.0,-0.5,0.5,-0.5,0.5
184000000,0,184000000,/dvs_simulator,-18.959999,1.8,10.0,-0.5,0.5,-0.5,0.5
185000000,0,185000000,/dvs_simulator,-18.900002,1.8,10.0,-0.5,0.5,-0.5,0.5
186000000,0,186000000,/dvs_simulator,-18.84,1.8,10.0,-0.5,0.5,-0.5,0.5
187000000,0,187000000,/dvs_simulator,-18.779995,1.8,10.0,-0.5,0.5,-0.5,0.5
188000000,0,188000000,/dvs_simulator,-18.720001,1.8,10.0,-0.5,0.5,-0.5,0.5
189000000,0,189000000,/dvs_simulator,-18.66,1.8,10.0,-0.5,0.5,-0.5,0.5
190000000,0,190000000,/dvs_simulator,-18.599995,1.8,10.0,-0.5,0.5,-0.5,0.5
191000000,0,191000000,/dvs_simulator,-18.539997,1.8,10.0,-0.5,0.5,-0.5,0.5
192000000,0,192000000,/dvs_simulator,-18.48,1.8,10.0,-0.5,0.5,-0.5,0.5
193000000,0,193000000,/dvs_simulator,-18.419994,1.8,10.0,-0.5,0.5,-0.5,0.5
194000000,0,194000000,/dvs_simulator,-18.359997,1.8,10.0,-0.5,0.5,-0.5,0.5
195000000,0,195000000,/dvs_simulator,-18.300003,1.8,10.0,-0.5,0.5,-0.5,0.5
196000000,0,196000000,/dvs_simulator,-18.240002,1.8,10.0,-0.5,0.5,-0.5,0.5
197000000,0,197000000,/dvs_simulator,-18.179996,1.8,10.0,-0.5,0.5,-0.5,0.5
198000000,0,198000000,/dvs_simulator,-18.119999,1.8,10.0,-0.5,0.5,-0.5,0.5
199000000,0,199000000,/dvs_simulator,-18.060001,1.8,10.0,-0.5,0.5,-0.5,0.5
200000000,0,200000000,/dvs_simulator,-17.999996,1.8,10.0,-0.5,0.5,-0.5,0.5
201000000,0,201000000,/dvs_simulator,-17.940002,1.8,10.0,-0.5,0.5,-0.5,0.5
202000000,0,202000000,/dvs_simulator,-17.879997,1.8,10.0,-0.5,0.5,-0.5,0.5
203000000,0,203000000,/dvs_simulator,-17.819996,1.8,10.0,-0.5,0.5,-0.5,0.5
204000000,0,204000000,/dvs_simulator,-17.759998,1.8,10.0,-0.5,0.5,-0.5,0.5
205000000,0,205000000,/dvs_simulator,-17.699997,1.8,10.0,-0.5,0.5,-0.5,0.5
206000000,0,206000000,/dvs_simulator,-17.639999,1.8,10.0,-0.5,0.5,-0.5,0.5
207000000,0,207000000,/dvs_simulator,-17.579998,1.8,10.0,-0.5,0.5,-0.5,0.5
208000000,0,208000000,/dvs_simulator,-17.52,1.8,10.0,-0.5,0.5,-0.5,0.5
209000000,0,209000000,/dvs_simulator,-17.459995,1.8,10.0,-0.5,0.5,-0.5,0.5
210000000,0,210000000,/dvs_simulator,-17.400002,1.8,10.0,-0.5,0.5,-0.5,0.5
211000000,0,211000000,/dvs_simulator,-17.339996,1.8,10.0,-0.5,0.5,-0.5,0.5
212000000,0,212000000,/dvs_simulator,-17.279995,1.8,10.0,-0.5,0.5,-0.5,0.5
